Year,Month,Biodiesel,Diesel,Price Difference,Region,Value,Stations,prec,tmax,tmin
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,fortdodge,31.25,-2.29,-11.81
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,iowadroughtregion2,12.19,-1.16,-12.13
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,jefferson,8.13,-0.63,-11.7
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,pocahontas,22.35,-2.48,-12.19
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,saccity,7.12,-1.4,-12.01
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,emmetsburg,13.97,-1.17,-11.15
2015,1,2.85,3.0,-0.15,northcentral,364763000.0,webstercity,21.35,-1.65,-12.33
2015,1,2.85,3.0,-0.15,northeast,311052000.0,elkader6ssw,18.3,-3.17,-14.25
2015,1,2.85,3.0,-0.15,northeast,311052000.0,fayette,12.21,-3.19,-12.83
2015,1,2.85,3.0,-0.15,northeast,311052000.0,iowadroughtregion3,14.73,-1.83,-12.35
2015,1,2.85,3.0,-0.15,northeast,311052000.0,iowanortheastclimatedivision,12.7,-2.42,-12.89
2015,1,2.85,3.0,-0.15,northeast,311052000.0,newhampton,18.29,-3.87,-12.81
2015,1,2.85,3.0,-0.15,northeast,311052000.0,oelwein1e,18.81,-3.08,-12.62
2015,1,2.85,3.0,-0.15,northeast,311052000.0,oelweinarea,18.97,-2.58,-12.62
2015,1,2.85,3.0,-0.15,northeast,311052000.0,postville,8.4,-2.9,-13.08
2015,1,2.85,3.0,-0.15,northeast,311052000.0,stanley,,-3.05,-13.28
2015,1,2.85,3.0,-0.15,northeast,311052000.0,waukon,11.43,-2.33,-11.11
2015,1,2.85,3.0,-0.15,northwest,382845000.0,iowadroughtregion1,11.68,-0.59,-12.15
2015,1,2.85,3.0,-0.15,northwest,382845000.0,iowanorthwestclimate,13.46,-1.51,-12.44
2015,1,2.85,3.0,-0.15,northwest,382845000.0,lemars,21.59,-1.44,-12.13
2015,1,2.85,3.0,-0.15,northwest,382845000.0,primghar,14.22,-1.61,-10.81
2015,1,2.85,3.0,-0.15,northwest,382845000.0,rockrapids,9.65,-1.86,-11.81
2015,1,2.85,3.0,-0.15,northwest,382845000.0,sibley5,,-3.53,-12.46
2015,1,2.85,3.0,-0.15,northwest,382845000.0,siouxcenter,11.43,-0.7,-10.87
2015,1,2.85,3.0,-0.15,northwest,382845000.0,spencer,18.04,-2.33,-11.16
2015,1,2.85,3.0,-0.15,northwest,382845000.0,siouxrapids,8.39,-2.5,-11.61
2015,1,2.85,3.0,-0.15,northwest,382845000.0,spencerarea,4.34,-1.65,-11.18
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,allerton,5.09,1.72,-10.43
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,centerville,11.18,1.25,-10.92
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,chariton,2.54,1.41,-11.28
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,des moines area,34.31,2.11,-8.35
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,iowa - south central climate division,9.14,1.67,-10.79
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,iowa drought region 5 - southeast,15.75,1.09,-10.56
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,newton,12.71,-0.84,-10.54
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,osceola-3-wsw,6.35,2.04,-11.86
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,oskaloosa,18.3,0.96,-10.92
2015,1,2.85,3.0,-0.15,southcentral,88921000.0,rathbun dam,14.73,1.02,-10.94
2015,1,2.85,3.0,-0.15,southeast,156619000.0,burlington,30.48,0.43,-9.37
2015,1,2.85,3.0,-0.15,southeast,156619000.0,columbus junct 2 ssw,22.35,-0.66,-10.32
2015,1,2.85,3.0,-0.15,southeast,156619000.0,fairfield,22.36,-0.07,-10.5
2015,1,2.85,3.0,-0.15,southeast,156619000.0,iowa - southeast climate division,20.07,0.9,-10.32
2015,1,2.85,3.0,-0.15,southeast,156619000.0,keosauqua,3.82,0.68,-11.59
2015,1,2.85,3.0,-0.15,southeast,156619000.0,burlingtonairport,39.12,0.93,-8.67
2015,1,2.85,3.0,-0.15,southeast,156619000.0,donnellson,25.92,0.75,-9.77
2015,1,2.85,3.0,-0.15,southeast,156619000.0,fortmadison,29.98,0.75,-8.78
2015,1,2.85,3.0,-0.15,southeast,156619000.0,keokuk,21.84,0.61,-8.24
2015,1,2.85,3.0,-0.15,southeast,156619000.0,mount-pleasant,24.13,-0.02,-11.06
2015,1,2.85,3.0,-0.15,southwest,190729000.0,atlantic-1-ne,4.33,2.09,-11.15
2015,1,2.85,3.0,-0.15,southwest,190729000.0,clarinda,3.56,3.37,-11.29
2015,1,2.85,3.0,-0.15,southwest,190729000.0,corning,3.05,2.26,-11.04
2015,1,2.85,3.0,-0.15,southwest,190729000.0,creston,7.37,1.92,-10.08
2015,1,2.85,3.0,-0.15,southwest,190729000.0,greenfield,7.88,1.26,-10.5
2015,1,2.85,3.0,-0.15,southwest,190729000.0,iowa - southwest climate division,4.32,3.1,-10.65
2015,1,2.85,3.0,-0.15,southwest,190729000.0,iowa drought region 4 - southwest,4.57,2.56,-10.88
2015,1,2.85,3.0,-0.15,southwest,190729000.0,oakland-2-e,2.3,2.2,-10.32
2015,1,2.85,3.0,-0.15,southwest,190729000.0,shenandoah-1-ne,4.33,3.56,-10.29
2015,1,2.85,3.0,-0.15,southwest,190729000.0,winterset,4.08,1.08,-10.43
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,audubon,5.85,0.16,-11.56
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,battle creek 3ne,5.35,-0.75,-12.63
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,carroll-2-ssw,14.23,-0.29,-11.08
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,denison,9.66,0.02,-10.06
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,ida grove area,5.46,-0.75,-12.63
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,iowa - west central climate division,7.62,0.86,-11.54
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,little sioux 2nw,8.39,1.18,-12.2
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,mapleton no. 2,8.14,-0.37,-11.63
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,sac-city,7.12,-1.4,-12.01
2015,1,2.85,3.0,-0.15,westcentral,383127000.0,sioux city area,16.28,1.61,-10.3
2015,2,2.92,2.86,0.06,central,369962000.0,ames 5 se,27.2,-4.84,-15.89
2015,2,2.92,2.86,0.06,central,369962000.0,ames area,27.41,-4.84,-15.89
2015,2,2.92,2.86,0.06,central,369962000.0,ames municipal ap,6.11,-4.72,-16.09
2015,2,2.92,2.86,0.06,central,369962000.0,ames-8-wsw,23.88,-3.77,-14.9
2015,2,2.92,2.86,0.06,central,369962000.0,boone,38.38,-4.37,-16.09
2015,2,2.92,2.86,0.06,central,369962000.0,grinnell-3-sw,31.76,-5.02,-17.38
2015,2,2.92,2.86,0.06,central,369962000.0,grundy-center,39.12,-6.13,-17.24
2015,2,2.92,2.86,0.06,central,369962000.0,iowa average,30.99,-3.67,-16.13
2015,2,2.92,2.86,0.06,central,369962000.0,marshalltown municipal ap,3.58,-5.66,-16.69
2015,2,2.92,2.86,0.06,central,369962000.0,toledo,27.45,-5.81,-17.0
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,anamosa3ssw,41.16,-5.43,-16.36
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,cascade,36.58,-5.97,-17.78
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,cedarrapids1,31.75,-4.23,-15.1
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,cedarrapidsarea,12.21,-5.62,-16.61
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,clinton1,37.86,-4.37,-14.72
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,dubuquearea,34.56,-6.61,-17.32
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,iowaeastcentral,37.08,-4.28,-16.67
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,lowden,30.0,-5.3,-17.6
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,manchester2,36.34,-6.61,-18.33
2015,2,2.92,2.86,0.06,eastcentral,257582000.0,maquioketa2w,41.16,-6.31,-17.86
2015,2,2.92,2.86,0.06,northcentral,364763000.0,algona,26.69,-5.85,-16.59
2015,2,2.92,2.86,0.06,northcentral,364763000.0,estherville4e,31.24,-5.77,-16.94
2015,2,2.92,2.86,0.06,northcentral,364763000.0,esthervillemunicipal,1.05,-5.56,-16.19
2015,2,2.92,2.86,0.06,northcentral,364763000.0,fortdodge,38.38,-5.58,-16.63
2015,2,2.92,2.86,0.06,northcentral,364763000.0,iowadroughtregion2,26.42,-4.3,-16.38
2015,2,2.92,2.86,0.06,northcentral,364763000.0,jefferson,28.97,-4.42,-15.81
2015,2,2.92,2.86,0.06,northcentral,364763000.0,pocahontas,30.74,-5.34,-15.77
2015,2,2.92,2.86,0.06,northcentral,364763000.0,saccity,21.6,-4.86,-15.7
2015,2,2.92,2.86,0.06,northcentral,364763000.0,emmetsburg,22.11,-4.66,-15.75
2015,2,2.92,2.86,0.06,northcentral,364763000.0,webstercity,25.41,-4.94,-16.73
2015,2,2.92,2.86,0.06,northeast,311052000.0,elkader6ssw,22.37,-6.87,-21.35
2015,2,2.92,2.86,0.06,northeast,311052000.0,fayette,27.7,-7.22,-18.43
2015,2,2.92,2.86,0.06,northeast,311052000.0,iowadroughtregion3,33.02,-5.52,-17.8
2015,2,2.92,2.86,0.06,northeast,311052000.0,iowanortheastclimatedivision,28.19,-6.13,-18.45
2015,2,2.92,2.86,0.06,northeast,311052000.0,newhampton,27.18,-7.9,-18.55
2015,2,2.92,2.86,0.06,northeast,311052000.0,oelwein1e,20.09,-7.3,-18.21
2015,2,2.92,2.86,0.06,northeast,311052000.0,oelweinarea,20.27,-7.3,-18.21
2015,2,2.92,2.86,0.06,northeast,311052000.0,postville,33.54,-6.79,-18.35
2015,2,2.92,2.86,0.06,northeast,311052000.0,stanley,,-7.04,-18.75
2015,2,2.92,2.86,0.06,northeast,311052000.0,waukon,18.29,-6.37,-17.34
2015,2,2.92,2.86,0.06,northwest,382845000.0,iowadroughtregion1,19.05,-3.17,-15.81
2015,2,2.92,2.86,0.06,northwest,382845000.0,iowanorthwestclimate,18.54,-4.11,-16.35
2015,2,2.92,2.86,0.06,northwest,382845000.0,lemars,34.29,-2.61,-15.08
2015,2,2.92,2.86,0.06,northwest,382845000.0,primghar,15.75,-2.72,-14.4
2015,2,2.92,2.86,0.06,northwest,382845000.0,rockrapids,12.2,-5.0,-15.85
2015,2,2.92,2.86,0.06,northwest,382845000.0,sibley5,,-6.03,-16.87
2015,2,2.92,2.86,0.06,northwest,382845000.0,siouxcenter,10.94,-0.95,-13.21
2015,2,2.92,2.86,0.06,northwest,382845000.0,spencer,17.04,-4.76,-15.44
2015,2,2.92,2.86,0.06,northwest,382845000.0,siouxrapids,12.21,-4.64,-15.67
2015,2,2.92,2.86,0.06,northwest,382845000.0,spencerarea,0.54,-3.93,-15.26
2015,2,2.92,2.86,0.06,southcentral,88921000.0,allerton,42.17,-2.57,-14.67
2015,2,2.92,2.86,0.06,southcentral,88921000.0,centerville,35.05,-2.2,-14.4
2015,2,2.92,2.86,0.06,southcentral,88921000.0,chariton,35.06,-3.1,-15.69
2015,2,2.92,2.86,0.06,southcentral,88921000.0,des moines area,17.05,-2.7,-13.02
2015,2,2.92,2.86,0.06,southcentral,88921000.0,iowa - south central climate division,40.13,-1.96,-14.64
2015,2,2.92,2.86,0.06,southcentral,88921000.0,iowa drought region 5 - southeast,38.35,-2.74,-14.96
2015,2,2.92,2.86,0.06,southcentral,88921000.0,newton,26.93,-4.98,-15.71
2015,2,2.92,2.86,0.06,southcentral,88921000.0,osceola-3-wsw,33.27,-2.06,-15.4
2015,2,2.92,2.86,0.06,southcentral,88921000.0,oskaloosa,44.46,-2.18,-14.72
2015,2,2.92,2.86,0.06,southcentral,88921000.0,rathbun dam,33.28,-1.73,-14.34
2015,2,2.92,2.86,0.06,southeast,156619000.0,burlington,39.12,-3.0,-13.67
2015,2,2.92,2.86,0.06,southeast,156619000.0,columbus junct 2 ssw,37.09,-3.58,-14.28
2015,2,2.92,2.86,0.06,southeast,156619000.0,fairfield,43.44,-3.41,-14.05
2015,2,2.92,2.86,0.06,southeast,156619000.0,iowa - southeast climate division,38.61,-2.5,-14.68
2015,2,2.92,2.86,0.06,southeast,156619000.0,keosauqua,63.51,-2.5,-14.15
2015,2,2.92,2.86,0.06,southeast,156619000.0,burlingtonairport,22.36,-3.04,-13.49
2015,2,2.92,2.86,0.06,southeast,156619000.0,donnellson,43.69,-2.12,-13.57
2015,2,2.92,2.86,0.06,southeast,156619000.0,fortmadison,31.5,-3.08,-13.1
2015,2,2.92,2.86,0.06,southeast,156619000.0,keokuk,48.77,-1.41,-12.58
2015,2,2.92,2.86,0.06,southeast,156619000.0,mount-pleasant,25.4,-2.8,-14.61
2015,2,2.92,2.86,0.06,southwest,190729000.0,atlantic-1-ne,23.38,-2.0,-15.19
2015,2,2.92,2.86,0.06,southwest,190729000.0,clarinda,34.55,-1.03,-13.63
2015,2,2.92,2.86,0.06,southwest,190729000.0,corning,33.28,-1.15,-13.83
2015,2,2.92,2.86,0.06,southwest,190729000.0,creston,46.23,-1.98,-15.28
2015,2,2.92,2.86,0.06,southwest,190729000.0,greenfield,34.8,-3.29,-14.55
2015,2,2.92,2.86,0.06,southwest,190729000.0,iowa - southwest climate division,34.04,-1.17,-14.72
2015,2,2.92,2.86,0.06,southwest,190729000.0,iowa drought region 4 - southwest,32.51,-1.55,-14.96
2015,2,2.92,2.86,0.06,southwest,190729000.0,oakland-2-e,28.96,-2.66,-14.03
2015,2,2.92,2.86,0.06,southwest,190729000.0,shenandoah-1-ne,29.47,-0.65,-12.9
2015,2,2.92,2.86,0.06,southwest,190729000.0,winterset,33.28,-3.02,-14.5
2015,2,2.92,2.86,0.06,westcentral,383127000.0,audubon,22.87,-3.97,-16.23
2015,2,2.92,2.86,0.06,westcentral,383127000.0,battle creek 3ne,12.21,-3.89,-15.99
2015,2,2.92,2.86,0.06,westcentral,383127000.0,carroll-2-ssw,29.98,-4.19,-15.46
2015,2,2.92,2.86,0.06,westcentral,383127000.0,denison,29.73,-3.65,-14.33
2015,2,2.92,2.86,0.06,westcentral,383127000.0,ida grove area,12.37,-3.89,-15.99
2015,2,2.92,2.86,0.06,westcentral,383127000.0,iowa - west central climate division,26.42,-2.84,-15.77
2015,2,2.92,2.86,0.06,westcentral,383127000.0,little sioux 2nw,34.31,-2.3,-15.67
2015,2,2.92,2.86,0.06,westcentral,383127000.0,mapleton no. 2,24.4,-3.1,-15.26
2015,2,2.92,2.86,0.06,westcentral,383127000.0,sac-city,21.6,-4.86,-15.7
2015,2,2.92,2.86,0.06,westcentral,383127000.0,sioux city area,8.15,-1.03,-13.47
2015,3,2.89,2.9,-0.01,central,369962000.0,ames 5 se,6.61,9.96,-4.98
2015,3,2.89,2.9,-0.01,central,369962000.0,ames area,6.71,9.96,-4.98
2015,3,2.89,2.9,-0.01,central,369962000.0,ames municipal ap,6.36,11.11,-3.48
2015,3,2.89,2.9,-0.01,central,369962000.0,ames-8-wsw,5.34,11.88,-3.13
2015,3,2.89,2.9,-0.01,central,369962000.0,boone,7.37,9.96,-5.19
2015,3,2.89,2.9,-0.01,central,369962000.0,grinnell-3-sw,9.66,9.1,-5.9
2015,3,2.89,2.9,-0.01,central,369962000.0,grundy-center,9.91,7.83,-5.61
2015,3,2.89,2.9,-0.01,central,369962000.0,iowa average,14.99,10.29,-5.0
2015,3,2.89,2.9,-0.01,central,369962000.0,marshalltown municipal ap,12.45,9.71,-4.14
2015,3,2.89,2.9,-0.01,central,369962000.0,toledo,13.98,8.15,-5.61
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,anamosa3ssw,19.32,7.74,-5.14
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,cascade,19.31,7.11,-6.33
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,cedarrapids1,21.59,10.35,-3.74
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,cedarrapidsarea,13.21,9.05,-3.91
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,clinton1,21.84,9.56,-3.72
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,dubuquearea,20.32,7.22,-5.25
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,iowaeastcentral,17.78,8.6,-5.7
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,lowden,20.32,8.98,-5.25
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,manchester2,22.62,6.88,-7.1
2015,3,2.89,2.9,-0.01,eastcentral,257582000.0,maquioketa2w,18.55,6.58,-6.79
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,algona,18.29,8.53,-4.89
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,estherville4e,12.45,8.06,-5.02
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,esthervillemunicipal,8.39,8.96,-4.09
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,fortdodge,19.32,9.3,-5.04
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,iowadroughtregion2,12.7,9.89,-5.23
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,jefferson,3.56,10.61,-4.57
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,pocahontas,18.54,9.43,-4.46
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,saccity,22.1,10.11,-5.31
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,emmetsburg,10.68,9.58,-4.85
2015,3,2.89,2.9,-0.01,northcentral,364763000.0,webstercity,7.63,9.1,-5.57
2015,3,2.89,2.9,-0.01,northeast,311052000.0,elkader6ssw,24.9,6.58,-8.48
2015,3,2.89,2.9,-0.01,northeast,311052000.0,fayette,15.25,6.41,-6.0
2015,3,2.89,2.9,-0.01,northeast,311052000.0,iowadroughtregion3,20.83,7.87,-6.24
2015,3,2.89,2.9,-0.01,northeast,311052000.0,iowanortheastclimatedivision,24.38,7.26,-6.25
2015,3,2.89,2.9,-0.01,northeast,311052000.0,newhampton,26.16,5.77,-6.63
2015,3,2.89,2.9,-0.01,northeast,311052000.0,oelwein1e,12.2,6.19,-6.44
2015,3,2.89,2.9,-0.01,northeast,311052000.0,oelweinarea,12.27,6.19,-6.44
2015,3,2.89,2.9,-0.01,northeast,311052000.0,postville,36.33,5.88,-6.63
2015,3,2.89,2.9,-0.01,northeast,311052000.0,stanley,,6.56,-7.13
2015,3,2.89,2.9,-0.01,northeast,311052000.0,waukon,33.02,7.53,-4.55
2015,3,2.89,2.9,-0.01,northwest,382845000.0,iowadroughtregion1,12.45,11.56,-5.72
2015,3,2.89,2.9,-0.01,northwest,382845000.0,iowanorthwestclimate,11.68,10.5,-5.79
2015,3,2.89,2.9,-0.01,northwest,382845000.0,lemars,8.64,11.96,-4.67
2015,3,2.89,2.9,-0.01,northwest,382845000.0,primghar,10.92,11.63,-2.89
2015,3,2.89,2.9,-0.01,northwest,382845000.0,rockrapids,8.39,9.95,-5.72
2015,3,2.89,2.9,-0.01,northwest,382845000.0,sibley5,,8.91,-6.24
2015,3,2.89,2.9,-0.01,northwest,382845000.0,siouxcenter,13.47,12.83,-3.72
2015,3,2.89,2.9,-0.01,northwest,382845000.0,spencer,16.52,10.24,-3.98
2015,3,2.89,2.9,-0.01,northwest,382845000.0,siouxrapids,10.17,10.24,-4.0
2015,3,2.89,2.9,-0.01,northwest,382845000.0,spencerarea,14.23,10.91,-4.41
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,allerton,8.4,11.13,-2.42
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,centerville,9.91,11.74,-4.23
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,chariton,10.67,10.86,-4.89
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,des moines area,12.46,12.81,-0.59
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,iowa - south central climate division,14.22,11.76,-3.43
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,iowa drought region 5 - southeast,12.19,10.86,-3.89
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,newton,9.16,9.73,-4.1
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,osceola-3-wsw,18.54,12.17,-4.5
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,oskaloosa,8.38,10.91,-4.07
2015,3,2.89,2.9,-0.01,southcentral,88921000.0,rathbun dam,7.11,11.0,-3.46
2015,3,2.89,2.9,-0.01,southeast,156619000.0,burlington,9.65,9.44,-3.01
2015,3,2.89,2.9,-0.01,southeast,156619000.0,columbus junct 2 ssw,16.51,8.6,-4.56
2015,3,2.89,2.9,-0.01,southeast,156619000.0,fairfield,9.15,9.73,-3.46
2015,3,2.89,2.9,-0.01,southeast,156619000.0,iowa - southeast climate division,10.41,10.7,-3.85
2015,3,2.89,2.9,-0.01,southeast,156619000.0,keosauqua,15.25,10.11,-5.13
2015,3,2.89,2.9,-0.01,southeast,156619000.0,burlingtonairport,7.62,10.52,-1.61
2015,3,2.89,2.9,-0.01,southeast,156619000.0,donnellson,11.69,10.44,-2.91
2015,3,2.89,2.9,-0.01,southeast,156619000.0,fortmadison,5.34,9.85,-1.87
2015,3,2.89,2.9,-0.01,southeast,156619000.0,keokuk,14.48,9.32,-2.65
2015,3,2.89,2.9,-0.01,southeast,156619000.0,mount-pleasant,5.59,9.77,-4.8
2015,3,2.89,2.9,-0.01,southwest,190729000.0,atlantic-1-ne,8.9,12.78,-4.68
2015,3,2.89,2.9,-0.01,southwest,190729000.0,clarinda,30.24,13.08,-4.25
2015,3,2.89,2.9,-0.01,southwest,190729000.0,corning,20.33,12.26,-3.64
2015,3,2.89,2.9,-0.01,southwest,190729000.0,creston,11.68,11.67,-3.72
2015,3,2.89,2.9,-0.01,southwest,190729000.0,greenfield,20.83,11.56,-3.09
2015,3,2.89,2.9,-0.01,southwest,190729000.0,iowa - southwest climate division,18.54,13.14,-4.16
2015,3,2.89,2.9,-0.01,southwest,190729000.0,iowa drought region 4 - southwest,14.48,12.96,-4.39
2015,3,2.89,2.9,-0.01,southwest,190729000.0,oakland-2-e,12.45,12.13,-3.53
2015,3,2.89,2.9,-0.01,southwest,190729000.0,shenandoah-1-ne,28.97,13.5,-3.37
2015,3,2.89,2.9,-0.01,southwest,190729000.0,winterset,19.31,11.15,-3.41
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,audubon,3.56,10.88,-5.47
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,battle creek 3ne,15.25,11.11,-6.16
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,carroll-2-ssw,3.82,10.93,-4.43
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,denison,9.15,11.49,-2.65
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,ida grove area,15.34,11.11,-6.16
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,iowa - west central climate division,9.91,11.85,-5.06
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,little sioux 2nw,3.82,13.06,-6.0
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,mapleton no. 2,7.63,11.76,-5.41
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,sac-city,22.1,10.11,-5.31
2015,3,2.89,2.9,-0.01,westcentral,383127000.0,sioux city area,22.36,14.66,-3.58
2015,4,2.92,2.78,0.13,central,369962000.0,ames 5 se,92.97,17.19,3.22
2015,4,2.92,2.78,0.13,central,369962000.0,ames area,93.04,17.19,3.22
2015,4,2.92,2.78,0.13,central,369962000.0,ames municipal ap,113.04,17.65,4.3
2015,4,2.92,2.78,0.13,central,369962000.0,ames-8-wsw,87.64,17.91,4.81
2015,4,2.92,2.78,0.13,central,369962000.0,boone,117.1,17.09,3.2
2015,4,2.92,2.78,0.13,central,369962000.0,grinnell-3-sw,91.96,17.15,2.31
2015,4,2.92,2.78,0.13,central,369962000.0,grundy-center,76.71,16.56,2.98
2015,4,2.92,2.78,0.13,central,369962000.0,iowa average,85.6,17.99,3.87
2015,4,2.92,2.78,0.13,central,369962000.0,marshalltown municipal ap,135.64,17.11,3.52
2015,4,2.92,2.78,0.13,central,369962000.0,toledo,36.84,17.26,2.78
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,anamosa3ssw,76.2,17.28,2.96
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,cascade,75.95,16.53,2.34
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,cedarrapids1,116.59,18.94,4.24
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,cedarrapidsarea,94.5,17.72,3.09
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,clinton1,82.81,18.87,5.02
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,dubuquearea,48.27,16.67,3.18
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,iowaeastcentral,69.6,18.08,3.54
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,lowden,60.96,18.3,2.07
2015,4,2.92,2.78,0.13,eastcentral,257582000.0,manchester2,57.66,16.55,1.88
